"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-G-C-000711","Class C Marihuana Grower - License","Need to Heal Farms","1255 Falahee RD Suite 3, Jackson MI 49203","04/15/2023","Active",,,
"AU-G-C-000748","Class C Marihuana Grower - License","OakPharma LLC","1750 E South ST, Owosso MI 48867","07/23/2023","Active",,,
"AU-ER-002929","Adult-Use Entity Registration - License","Combined Cannabis of Michigan LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001895","Adult-Use Entity Registration - License","Primitiv Holdings, LLC",,"04/15/2024","Active - Main Prequalified",,,
"AU-ER-001948","Adult-Use Entity Registration - License","305 Farms II LLC",,"04/15/2024","Active - Main Prequalified",,,
"AU-ER-002857","Adult-Use Entity Registration - License","305 Farms LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000698","Marihuana Retailer - License","LightSky Farms Burton","3055 E Bristol RD, Burton MI 48529","04/14/2023","Active",,,
"AU-P-000281","Marihuana Processor - License","Lake Life Farms","10350 Harvest Park Suite A, Dimondale MI 48821","12/21/2023","Active",,,
"AU-ER-002263","Adult-Use Entity Registration - License","AGRICOR LABORATORIES MI INC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000697","Marihuana Retailer - License","Neighborhood Provisions","909 W. Washington AVE, Alpena MI 49707","04/14/2024","Active","Home Delivery - Approved",,
"AU-G-B-000194","Class B Marihuana Grower - License","TWIZTED HEIGHTS CANNABIS","2029 Riggs AVE, Warren MI 48091","04/14/2023","Active",,,
"AU-ER-002962","Adult-Use Entity Registration - License","SMMM Ventures, LLC",,"04/14/2024","Active - Main Prequalified",,,
"AU-ER-002905","Adult-Use Entity Registration - License","JCP Property Holdings, LLC",,"04/14/2024","Active - Main Prequalified",,,
"AU-ER-002876","Adult-Use Entity Registration - License","OI Processing LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002904","Adult-Use Entity Registration - License","HH1 Holdings, LLC",,"04/14/2024","Active - Main Prequalified",,,
"AU-ER-002954","Adult-Use Entity Registration - License","AWQ Investment LLC",,"04/14/2024","Active - Main Prequalified",,,
"AU-G-C-000740","Class C Marihuana Grower - License","Amsterdam Cultivation LLC","19157 E Michigan AVE, Marshall MI 49068","04/13/2023","Active",,,
"AU-P-000283","Marihuana Processor - License","Lume Cannabis Co.","200 Hydraulic Falls RD, Iron Mountain MI 49801","11/27/2023","Active",,,
"AU-ER-002903","Adult-Use Entity Registration - License","Crooked Ladder LLC",,"04/13/2024","Active - Main Prequalified",,,
"AU-G-C-000712","Class C Marihuana Grower - License","Amsterdam Cultivation LLC","19157 E Michigan AVE, Marshall MI 49068","04/13/2023","Active",,,
"AU-R-000691","Marihuana Retailer - License","LIV CANNABIS","453 S. Broadway ST, Lake Orion MI 48362","04/13/2024","Active","Home Delivery - Approved","Public Documents Available",
"AU-ER-002875","Adult-Use Entity Registration - License","Turtle Horticulture Club, LLC",,"04/13/2024","Active - Main Prequalified",,,
"AU-R-000690","Marihuana Retailer - License","Iconic Wellness & Provisioning Center","126 S West SE AVE, Lowell MI 49331","11/08/2023","Active",,,
"AU-P-000270","Marihuana Processor - License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","06/18/2023","Active",,,
"AU-R-000695","Marihuana Retailer - License","Lume Cannabis Co.","595 S Glaspie ST, Oxford MI 48371","11/27/2023","Active","Home Delivery - Approved",,
"AU-ER-002916","Adult-Use Entity Registration - License","Honalee Cannabis Company, LLC",,"04/12/2024","Active - Main Prequalified",,,
"AU-ER-002776","Adult-Use Entity Registration - License","The Source of IM, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002890","Adult-Use Entity Registration - License","GREAT LAKES KUSH, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002698","Adult-Use Entity Registration - License","Stigma, LLC",,"04/12/2024","Active - Main Prequalified",,,
"AU-P-000265","Marihuana Processor - License","Mitten Bliss, LLC","110 W. Park DR, Kalkaska MI 49646","04/12/2023","Active",,,
"AU-G-C-000733","Class C Marihuana Grower - License","Greencraft, LLC","551 Young AVE, Muskegon MI 49441","04/08/2023","Active",,,
"AU-TME-000117","Temporary Marihuana Event - License","Michigan Reggae on the River","2 E Cross ST, Ypsilanti MI 48198","04/30/2022","Closed",,,
"AU-G-C-000695","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2024","Active",,,
"AU-G-C-000696","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2024","Active",,,
"AU-G-C-000694","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2024","Active",,,
"AU-G-C-000708","Class C Marihuana Grower - License","Arwen, LLC","901 Wayne ST Suite 23, Niles MI 49120","04/07/2023","Active",,,
"AU-G-C-000693","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2024","Active",,,
"AU-G-C-000692","Class C Marihuana Grower - License","High Grade Michigan","701 E South ST Suite 150, Lansing MI 48910","04/07/2024","Active",,,
"AU-P-000268","Marihuana Processor - License","Una Labs","3535 Capital City BLVD, Lansing MI 48906","04/07/2023","Active",,,
"AU-G-C-000707","Class C Marihuana Grower - License","Arwen, LLC","901 Wayne ST Suite 23, Niles MI 49120","04/07/2024","Active",,,
"AU-P-000266","Marihuana Processor - License","Arwen, LLC","901 Wayne ST Suite 23, Niles MI 49120","04/07/2024","Active",,,
"AU-P-000272","Marihuana Processor - License","Warren Supply Chain Services","23455 Regency Park DR Suite A, Warren MI 48089","02/19/2024","Active",,,
"AU-G-C-000713","Class C Marihuana Grower - License","The Plant Factory","1405 Diamond Reo WAY, Lansing MI 48910","04/06/2024","Active",,,
"AU-ER-002924","Adult-Use Entity Registration - License","JARS Ventures 5 LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-P-000276","Marihuana Processor - License","Gage Cannabis Company","41225 Production DR, Harrison Township MI 48045","06/02/2023","Active",,,
"AU-ER-002897","Adult-Use Entity Registration - License","Thunder Bay Provisioning, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002804","Adult-Use Entity Registration - License","DKB2, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002837","Adult-Use Entity Registration - License","Medical Art, LLC",,"04/05/2024","Active - Main Prequalified",,,
"AU-ER-002901","Adult-Use Entity Registration - License","665 Ventures, LLC",,"04/05/2024","Active - Main Prequalified",,,
"AU-ER-002705","Adult-Use Entity Registration - License","Romulus Group LLC",,"04/05/2024","Active - Main Prequalified",,,
"AU-ER-002695","Adult-Use Entity Registration - License","STEVEN HADDAD LLC",,"04/05/2024","Active - Main Prequalified",,,
"AU-ER-002868","Adult-Use Entity Registration - License","100 Shafer LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002765","Adult-Use Entity Registration - License","HAFF GROUP FARMS LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002919","Adult-Use Entity Registration - License","ALCH, LLC",,"04/05/2024","Active - Main Prequalified",,,
"AU-G-C-000723","Class C Marihuana Grower - License","Pure Coast Veganics","12504 S. 42nd ST, Fulton MI 49052","04/05/2023","Active",,,
"AU-G-C-000722","Class C Marihuana Grower - License","Gardeners Corner","12504 S. 42nd ST, Fulton MI 49052","04/05/2023","Active",,,
"AU-ER-002867","Adult-Use Entity Registration - License","AMDD, LLC",,"04/05/2024","Active - Main Prequalified",,,
"AU-ER-002749","Adult-Use Entity Registration - License","Cary Investments LLC",,"04/05/2024","Active - Main Prequalified",,,
"AU-ER-002847","Adult-Use Entity Registration - License","DONK, LLC",,"04/05/2024","Active - Main Prequalified",,,
"AU-R-000671","Marihuana Retailer - License","Green Arrow/Gaylord","1354 West Main ST, Gaylord MI 49735","09/25/2023","Active",,,
"AU-R-000685","Marihuana Retailer - License","Rair","104 North Drake RD, Kalamazoo MI 49009","03/11/2023","Active","Home Delivery - Approved",,
"AU-R-000675","Marihuana Retailer - License","Highway 420 Holdings, LLC","3769 W. Michigan AVE, Battle Creek MI 49037","04/04/2023","Active",,,
"AU-R-000692","Marihuana Retailer - License","LivWell Enlightened Health","759 W. Spruce ST, Sault Ste. Marie MI 49783","04/04/2023","Active","Home Delivery - Approved",,
"AU-ER-002467","Adult-Use Entity Registration - License","IDA Transportation LLC",,"04/04/2024","Active - Main Prequalified",,,
"AU-R-000686","Marihuana Retailer - License","The Fire Station Cannabis Co.","229 N 4th AVE Suite B, Iron River MI 49935","12/17/2023","Active",,,
"AU-ER-002915","Adult-Use Entity Registration - License","Alchemy Wellness, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000655","Marihuana Retailer - License","Levels of Big Rapids","1709 S. State ST, Big Rapids MI 49307","03/22/2024","Active",,"Public Documents Available",
"AU-MEO-000150","Marihuana Event Organizer - License","Moshky, LLC","MI","04/04/2024","Active",,,
"AU-DCE-000102","Designated Consumption Establishment - License","Kalkushka, LLC","302 South Cedar ST, Kalkaska MI 49646","04/01/2024","Active",,,
"AU-ER-002838","Adult-Use Entity Registration - License","Finest Flavors Cannabis Co., LLC",,"04/01/2024","Active - Main Prequalified",,,
"AU-ER-002921","Adult-Use Entity Registration - License","CMH Holdings 2 LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000704","Class C Marihuana Grower - License","Levit8","111 Enterprise DR, Reading MI 49274","03/31/2024","Active",,,
"AU-ER-002322","Adult-Use Entity Registration - License","Michigan Total Healing Center of Buchanan LLC",,"03/31/2024","Active - Main Prequalified",,,
"AU-ER-002736","Adult-Use Entity Registration - License","SSM Michigan Holdings, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002820","Adult-Use Entity Registration - License","Daly Dope, Inc",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002889","Adult-Use Entity Registration - License","Seven Point Dispensing of Michigan, LLC",,"03/31/2024","Active - Main Prequalified",,,
"AU-ER-002917","Adult-Use Entity Registration - License","Ox Tail - Lincoln Park Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-B-000192","Class B Marihuana Grower - License","Fraser Cultivation Group LLC","3966 Fraser RD, Pinconning MI 48650","03/31/2024","Active",,,
"AU-G-C-000719","Class C Marihuana Grower - License","EVMI LLC","700 N Main ST Suite A, Chesaning MI 48616","03/31/2023","Active",,,
"AU-ER-002914","Adult-Use Entity Registration - License","Oasis Wellness Center of Lansing, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000683","Marihuana Retailer - License","JARs Cannabis","901 W Main ST, Owosso MI 48867","03/31/2024","Active","Home Delivery - Approved",,
"AU-G-B-000193","Class B Marihuana Grower - License","MC3 Botanicals, Inc","576 Stager Lake RD, Crystal Falls MI 49920","03/30/2024","Active",,,
"AU-ER-002261","Adult-Use Entity Registration - License","FP Michigan Holdings, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002863","Adult-Use Entity Registration - License","RQMPAM, LLC",,"03/30/2024","Active - Main Prequalified",,,
"AU-ER-002660","Adult-Use Entity Registration - License","Christerfield, LLC",,"03/30/2024","Active - Main Prequalified",,,
"AU-MEO-000151","Marihuana Event Organizer - License","Care by Design Health and Wellness Market Inc","32746 Grand River AVE, Farmington MI 48336","03/15/2023","License Void",,,
"AU-ER-002827","Adult-Use Entity Registration - License","Jazz Club 2, LLC",,"03/30/2024","Active - Main Prequalified",,,
"AU-G-C-000683","Class C Marihuana Grower - License","Michigan Roots CC","8799 Pulaski RD, Concord MI 49237","03/30/2023","Active",,,
"AU-MB-000112","Marihuana Microbusiness - License","Planet Jane LLC","815 N. Huron ST, Ypsilanti MI 48197","03/30/2023","License Void",,,
"AU-G-C-000727","Class C Marihuana Grower - License","Galenas Michigan, LLC","118 Alvord RD, Camden MI 49232","12/10/2022","License Void",,,
"AU-G-C-000726","Class C Marihuana Grower - License","Galenas Michigan, LLC","118 Alvord RD, Camden MI 49232","12/10/2022","License Void",,,
"AU-ER-002809","Adult-Use Entity Registration - License","BRIZ FARM CORPORATION",,"03/29/2024","Active - Main Prequalified",,,
"AU-ER-002860","Adult-Use Entity Registration - License","Embrace Ventures, LLC",,"03/29/2024","Active - Main Prequalified",,,
"AU-R-000677","Marihuana Retailer - License","Dunegrass Co.","2678 S Otsego AVE Suite B, Gaylord MI 49735","08/14/2023","Active",,,
"AU-R-000669","Marihuana Retailer - License","Greenways Provisioning Center","1221 M-30 HWY, Beaverton MI 48612","03/29/2024","Active",,"Public Documents Available",
"AU-ER-002811","Adult-Use Entity Registration - License","LAWJR LLC",,"03/29/2024","Active - Main Prequalified",,,
"AU-ER-002427","Adult-Use Entity Registration - License","UM1, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002794","Adult-Use Entity Registration - License","NORTHERNCO, LLC",,"03/29/2024","Active - Main Prequalified",,,
"AU-ER-002734","Adult-Use Entity Registration - License","MNS GROUP, LLC",,"03/29/2024","Active - Main Prequalified",,,
"AU-R-000664","Marihuana Retailer - License","Inspire Canna CO - Oscoda","4705 F-41, Oscoda MI 48750","03/29/2024","Active",,,
"AU-ER-002851","Adult-Use Entity Registration - License","Thanos, LLC",,"03/29/2024","Active - Main Prequalified",,,
"AU-ER-002869","Adult-Use Entity Registration - License","Gam Gro, llc",,"03/29/2024","Active - Main Prequalified",,,
"AU-ER-002828","Adult-Use Entity Registration - License","Seven Point Supply, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-P-000260","Marihuana Processor - License","Rogue Cannabis","6683 Cannon Center DR Bldg 2, Rockford MI 49341","09/29/2023","Active",,,
"AU-ER-002874","Adult-Use Entity Registration - License","Arctic Lakes LLC",,"03/28/2024","Active - Main Prequalified",,,
"AU-ER-002849","Adult-Use Entity Registration - License","Prime Tree Farm, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002655","Adult-Use Entity Registration - License","Leaforic, LLC",,"03/28/2024","Active - Main Prequalified",,,
"AU-ER-002744","Adult-Use Entity Registration - License","Emerald Canning Partners, LLC",,"03/27/2024","Active - Main Prequalified",,,
"AU-R-000672","Marihuana Retailer - License","Lume Cannabis Co.","499 Dickerson RD, Gaylord MI 49735","11/27/2023","Active",,"Public Documents Available",
"AU-ER-002821","Adult-Use Entity Registration - License","SSDLG, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002515","Adult-Use Entity Registration - License","WCMI Holding Co. LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002651","Adult-Use Entity Registration - License","MVP Portfolios, LLC",,"03/25/2024","Active - Main Prequalified",,,
"AU-R-000678","Marihuana Retailer - License","JARS CANNABIS","2790 Blue Star HWY, Fennville MI 49408","08/07/2023","Active",,,
"AU-ER-002751","Adult-Use Entity Registration - License","Junior's Farm, LLC",,"03/25/2024","Active - Main Prequalified",,,
"AU-ER-002793","Adult-Use Entity Registration - License","Diamond F Holdings, LLC",,"03/25/2024","Active - Main Prequalified",,,
"AU-G-C-000714","Class C Marihuana Grower - License","Green Stop, LLC","3725 Commerce Street, Jackson MI 49203","03/25/2024","Active",,,
"AU-R-000673","Marihuana Retailer - License","Yuma Way","617 Portage ST, kalamazoo MI 49007","02/19/2024","Active",,,
"AU-ER-002841","Adult-Use Entity Registration - License","Great Lakes Cannafarms LLC",,"03/25/2024","Active - Main Prequalified",,,
"AU-ER-002784","Adult-Use Entity Registration - License","Henndogs Holdings, LLC",,"03/24/2024","Active - Main Prequalified",,,
"AU-ER-002632","Adult-Use Entity Registration - License","Hometown Provisions LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000716","Class C Marihuana Grower - License","Viridian Labs, LLC","21445 Hoover RD Suite 210, Warren MI 48089","03/24/2024","Active",,,
"AU-ER-002822","Adult-Use Entity Registration - License","Mammoth Cannabis LLC",,"03/24/2024","Active - Main Prequalified",,,
"AU-ER-002843","Adult-Use Entity Registration - License","3515 Sheffer, LLC",,"03/24/2024","Active - Main Prequalified",,,
"AU-ER-002771","Adult-Use Entity Registration - License","R & A Distributing, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002789","Adult-Use Entity Registration - License","ZAA L.L.C.",,"03/24/2024","Active - Main Prequalified",,,
"AU-ER-002762","Adult-Use Entity Registration - License","Our Friendly Gardens, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000659","Marihuana Retailer - License","Liv Cannabis","2625 Hilton RD Suite 100, Ferndale MI 48220","03/24/2024","Active","Home Delivery - Approved",,
