"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"GR-A-000048","Class A Grower – License","The Noggin Shop","52324 Duncan AVE, Hubbell MI 49934","01/31/2024","Active",,,
"ERG-004288","Entity Prequalification","Pure Goods, LLC",,"01/31/2024","Active - Main Applicant",,,
"ERG-004354","Entity Prequalification","Diamond Cut Farms 2, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004356","Entity Prequalification","Hilana, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004358","Entity Prequalification","ME3L HOLDINGS LLC",,"01/31/2024","Active - Main Applicant",,,
"PC-000748","Provisioning Center - License","Redbud Roots Lab X, Inc.","225 South Michigan AVE, Big Rapids MI 49307","01/13/2023","Closed",,,
"GR-C-001030","Class C Grower – License","Fawn River Cultivation Company","621 Industrial DR, Constantine MI 49042","11/12/2022","Closed",,,
"ERG-004268","Entity Prequalification","MJ Highland LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004277","Entity Prequalification","Emerald Testing Lab LLC",,"01/27/2024","Active - Main Applicant",,,
"SC-000028","Safety Compliance - License","Prism Triangle LLC","850 Ladd RD Bldg B, Walled Lake MI 48390","01/27/2024","Active",,,
"ERG-004272","Entity Prequalification","Theory Wellness Holdings of Michigan Manufacturing LLC",,"01/25/2024","Active - Main Applicant",,,
"ERG-004347","Entity Prequalification","JARS Ventures 2, LLC",,"01/25/2024","Active - Main Applicant",,,
"ERG-004335","Entity Prequalification","JAR Capital, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004346","Entity Prequalification","RQMOGP2, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004331","Entity Prequalification","325HTD Growers, LLC",,"01/25/2024","Active - Main Applicant",,,
"PC-000752","Provisioning Center - License","Jade Collection of Morenci","1098 E. Main ST, Morenci MI 49256","08/18/2023","Active",,,
"ERG-004336","Entity Prequalification","Frequency Wellness, LLC",,"01/24/2024","Active - Main Applicant",,,
"ERG-004283","Entity Prequalification","FJL Ventures, LLC",,"01/24/2024","Active - Main Applicant",,,
"ERG-004324","Entity Prequalification","Ratcliffe Investments LLC",,"01/24/2024","Active - Main Applicant",,,
"PR-000265","Processor - License","JOZ Farm","1220 E. 9 Mile RD, Hazel Park MI 48030","01/24/2024","Active",,,
"PR-000247","Processor - License","Ripple Michigan","10260 Harvest Park RD Suite A, Dimondale MI 48821","01/24/2023","Closed",,,
"PC-000761","Provisioning Center - License","Pleasantrees Cannabis Company","1504 John A. Papalas DR, Lincoln Park MI 48146","09/25/2022","Closed",,,
"GR-C-000987","Class C Grower – License","Voltano, LLC","15403 Sharon RD Suite E, Chesaning MI 48616","01/21/2023","Closed",,,
"ERG-004195","Entity Prequalification","Detroit Boys, LLC",,"01/21/2024","Active - Main Applicant",,,
"ERG-004327","Entity Prequalification","Reassure, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-004248","Entity Prequalification","HKH Integrated LLC",,"01/21/2024","Active - Main Applicant",,,
"ERG-004322","Entity Prequalification","MICHIGAN GREEN MAGIC, LLC",,"01/21/2024","Active - Main Applicant",,,
"ERG-004323","Entity Prequalification","BBJF, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004325","Entity Prequalification","Detroit Flower Grove Inc.",,"01/21/2024","Active - Main Applicant",,,
"ERG-004328","Entity Prequalification","LTP Michigan, LLC",,"01/21/2024","Active - Main Applicant",,,
"GR-C-001021","Class C Grower – License","The Reef","11766 Commerce ST, Warren MI 48089","03/21/2023","Active - Late Renewal",,"Public Documents Available",
"PR-000266","Processor - License","El Anar Investments, LLC","4184 Pier North BLVD Suite B, Flint MI 48504","01/18/2023","Closed",,,
"PC-000762","Provisioning Center - License","Nature's Medicines","703 E Columbia AVE, Battle Creek MI 49014","01/18/2024","Active",,,
"PC-000756","Provisioning Center - License","BaM Body and Mind","885 E. Apple AVE, Muskegon MI 49442","01/18/2023","Closed",,,
"GR-C-001036","Class C Grower – License","Epic Gardens, LLC","19181 Glendale ST, Detroit MI 48223","07/08/2023","Active",,,
"ERG-004300","Entity Prequalification","ANNIN973, LLC",,"01/13/2024","Active - Main Applicant",,,
"ERG-004314","Entity Prequalification","Black Mountain Cannabis, LLC",,"01/13/2024","Active - Main Applicant",,,
"ERG-004234","Entity Prequalification","The Great Vine, LLC",,"01/13/2024","Active - Main Applicant",,,
"ERG-004167","Entity Prequalification","MN INVESTMENT CAPITAL LLC",,"01/13/2024","Active - Main Applicant",,,
"ERG-004330","Entity Prequalification","PGSH Holdings, LLC",,"01/13/2024","Active - Main Applicant",,,
"ERG-003428","Entity Prequalification","GC REAL ESTATE PARTNERS, LLC",,"01/13/2024","Active - Main Applicant",,,
"ERG-004320","Entity Prequalification","Woodrock Holdings, Inc.",,"12/31/2099","Active - Main Applicant",,,
"ERG-004287","Entity Prequalification","QPS 20327 Groesbeck, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004316","Entity Prequalification","Michigan Community Collective, LLC",,"01/12/2024","Active - Main Applicant",,,
"ERG-004310","Entity Prequalification","GLOBAL GROWTH INDUSTRIES, LLC",,"01/12/2024","Active - Main Applicant",,,
"ERG-004309","Entity Prequalification","PEL Industries LLC",,"01/12/2024","Active - Main Applicant",,,
"ERG-004311","Entity Prequalification","KISA Processing and Grow LLC",,"01/11/2024","Active - Main Applicant",,,
"ERG-004312","Entity Prequalification","KISA Retail Holdings LLC",,"01/11/2024","Active - Main Applicant",,,
"ERG-004317","Entity Prequalification","2 STRAINZ, LLC",,"01/11/2024","Active - Main Applicant",,,
"ERG-004308","Entity Prequalification","Exhale Systems Inc",,"01/11/2024","Active - Main Applicant",,,
"ERG-004298","Entity Prequalification","Kurativ, LLC",,"03/07/2024","Active - Main Applicant",,,
"GR-C-001031","Class C Grower – License","Plush Companies","6755 E. Apple AVE, Muskegon MI 49442","02/07/2023","Closed",,"Public Documents Available",
"ERG-004307","Entity Prequalification","Skye Extraction, LLC",,"01/06/2024","Active - Main Applicant",,,
"ERG-003254","Entity Prequalification","Cloud-Wonder Cultivation, LLC",,"01/06/2024","Active - Main Applicant",,,
"ERG-004231","Entity Prequalification","Greenhouse Farms Pontiac, LLC",,"01/06/2024","Active - Main Applicant",,,
"ERG-004293","Entity Prequalification","JARS Cultivation CO LLC",,"01/06/2024","Active - Main Applicant",,,
"IRG-007877","Individual Prequalification","Tiffany Massey",,"01/06/2024","Active - Main Applicant",,,
"PC-000760","Provisioning Center - License","High Fidelity","897 North AVE, Battle Creek MI 49017","01/06/2023","Closed",,"Public Documents Available",
"PR-000260","Processor - License","Farm Science Processing","24649 Mound RD Suite A, Warren MI 48091","08/09/2023","Active",,,
"ERG-004302","Entity Prequalification","Prime Cultivation, LLC",,"01/05/2024","Active - Main Applicant",,,
"ERG-004297","Entity Prequalification","Local Provision Center, LLC",,"01/05/2024","Active - Main Applicant",,,
"ERG-004291","Entity Prequalification","THZ ENTERPRISES, LLC",,"01/05/2024","Active - Main Applicant",,,
"ERG-004258","Entity Prequalification","East Bay Management LLC",,"01/04/2024","Active - Main Applicant",,,
"ERG-004254","Entity Prequalification","Pinetree Farms Holding Company LLC",,"01/04/2024","Active - Main Applicant",,,
"ERG-004219","Entity Prequalification","Embrace Ventures, LLC",,"01/04/2024","Active - Main Applicant",,,
"ERG-004148","Entity Prequalification","Sugars Refinery LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004275","Entity Prequalification","Utopia Farms LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004274","Entity Prequalification","Utopia Extracts LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001008","Class C Grower – License","Level Up Investments II, LLC","21001 Groesbeck HWY Suite D, Warren MI 48089","01/04/2024","Active",,,
"GR-C-001007","Class C Grower – License","Level Up Investments II, LLC","21001 Groesbeck HWY Suite D, Warren MI 48089","01/04/2024","Active",,,
"PC-000758","Provisioning Center - License","Ounces","811 Broadus ST Suite 100, Sturgis MI 49091","01/03/2023","Closed",,,
"GR-C-001011","Class C Grower – License","BE Cultivation","870 Labar ST, Cassopolis MI 49031","08/31/2023","Active",,,
"GR-C-001010","Class C Grower – License","BE Cultivation","870 Labar ST, Cassopolis MI 49031","08/31/2023","Active",,,
"ST-000065","Secure Transporter - License","MI Secured Transport LLC","24348 Sherwood AVE, Center Line MI 48015","12/27/2023","Active",,,
"PC-000746","Provisioning Center - License","Gage Cannabis Company","2712 Portage ST, Kalamazoo MI 49001","07/18/2023","Active",,,
"ERG-004263","Entity Prequalification","HPG, LLC",,"12/22/2023","Active - Main Applicant",,,
"ERG-004232","Entity Prequalification","Dutch Delight, LLC",,"12/31/2025","Active - Main Applicant",,,
"PC-000754","Provisioning Center - License","Sticky Ypsi","1070 N Huron River DR, Ypsilanti MI 48197","11/08/2023","Active",,"Public Documents Available",
"PR-000261","Processor - License","RWB Michigan, LLC","21445 Hoover RD Suite 313, Warren MI 48089","12/22/2023","Active",,,
"PR-000258","Processor - License","Blaze Canna","366 Watts RD, Jackson MI 49203","03/12/2023","Closed",,,
"PR-000255","Processor - License","Helios-Lang LLC","4121 Lang RD, Beaverton MI 48612","09/25/2023","Active",,,
"GR-A-000211","Class A Grower – License","Great Lake Leaf LLC","3376 E. Bristol RD, Burton MI 48529","12/22/2023","Active",,,
"ERG-004306","Entity Prequalification","MPM-R XXV LLC",,"12/22/2023","Active - Main Applicant",,,
"ERG-004305","Entity Prequalification","MPM-R XXIV LLC",,"12/22/2023","Active - Main Applicant",,,
"ERG-004292","Entity Prequalification","MPM-R XVIII LLC",,"12/22/2023","Active - Main Applicant",,,
"ERG-004303","Entity Prequalification","JARS Ventures 4 LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004299","Entity Prequalification","JARS Ventures 3 LLC",,"12/22/2023","Active - Main Applicant",,,
"ERG-004250","Entity Prequalification","Botanical Greens, Inc.",,"12/22/2023","Active - Main Applicant",,,
"PC-000757","Provisioning Center - License","Green Pharm","812 E. 9 Mile RD, Hazel Park MI 48030","04/21/2023","Active","Approved",,
"GR-A-000192","Class A Grower – License","PMT Cultivation, Inc.","2609 N Burdick ST, Kalamazoo MI 49007","12/21/2022","Closed",,,
"ERG-004264","Entity Prequalification","Cakes Cannabis Co., LLC",,"12/20/2023","Active - Main Applicant",,,
"PC-000749","Provisioning Center - License","Pure Roots","26673 Lawrence AVE, Center Line MI 48015","01/17/2024","Active","Approved",,
"GR-A-000213","Class A Grower – License","Zayna Enterprises LLC","1455 Industrial DR, Owosso MI 48867","12/17/2023","Active",,,
"ERG-004265","Entity Prequalification","The Source of IM, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-C-001029","Class C Grower – License","Zaza Factory","12934 Evergreen Unit 200, Detroit MI 48223","08/05/2022","Closed",,,
"GR-C-001028","Class C Grower – License","Zaza Factory","12934 Evergreen Unit 200, Detroit MI 48223","08/05/2023","Active",,,
"ERG-004176","Entity Prequalification","Healthy Hi Inc",,"12/15/2023","Active - Main Applicant",,,
"ERG-004205","Entity Prequalification","Algonquin Technologies LLC",,"12/15/2023","Active - Main Applicant",,,
"ERG-004269","Entity Prequalification","Royal Highness PC5, LLC",,"12/15/2023","Active - Main Applicant",,,
"GR-C-001027","Class C Grower – License","Zaza Factory","12934 Evergreen Unit 200, Detroit MI 48223","08/05/2023","Active",,,
"PC-000713","Provisioning Center - License","LivWell Enlightened Health","123 E. State ST, Cheboygan MI 49721","12/14/2023","Active","Approved",,
"ERG-004276","Entity Prequalification","MPM-R XXIII LLC",,"12/14/2023","Active - Main Applicant",,,
"ERG-004281","Entity Prequalification","RKSK Stephens LLC",,"12/14/2023","Active - Main Applicant",,,
"GR-C-001026","Class C Grower – License","Grow Haven","38708 Fisk Lake RD, Paw Paw MI 49079","12/15/2023","Active",,,
"PC-000734","Provisioning Center - License","Quest Cannabis","8475 Main ST Suite B, Whitmore Lake MI 48189","12/10/2022","Closed","Approved",,
"PC-000751","Provisioning Center - License","JARS Cannabis","101 N Groesbeck HWY, Mount Clemens MI 48043","04/21/2024","Active","Approved",,
"PC-000743","Provisioning Center - License","High Profile Boutique Cannabis","1265 E. Laketon AVE, Muskegon MI 49442","11/19/2022","Closed",,,
"GR-C-001023","Class C Grower – License","Fluresh LLC","1213 Phillips SW AVE, Grand Rapids MI 49507","07/16/2023","Active",,,
"PC-000740","Provisioning Center - License","Gatsby Cannabis","2401 E Milham, Portage MI 49002","12/09/2022","Closed",,,
"PC-000727","Provisioning Center - License","Gage Cannabis Company","3825 Stadium DR, Kalamazoo MI 49008","07/30/2023","Active","Approved",,
"GR-C-000988","Class C Grower – License","Greencraft, LLC","551 Young AVE, Muskegon MI 49441","12/08/2022","Closed",,,
"ERG-004270","Entity Prequalification","Hermelicious, LLC",,"12/08/2023","Active - Main Applicant",,,
"ERG-004273","Entity Prequalification","Beyond Green, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004271","Entity Prequalification","JAN VENTURES LLC",,"12/08/2023","Active - Main Applicant",,,
"ERG-004185","Entity Prequalification","Deep Roots by Creek, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004256","Entity Prequalification","The Cannabis Group, LLC",,"12/07/2023","Active - Main Applicant",,,
"ERG-004246","Entity Prequalification","JJDB Investments LLC",,"12/06/2023","Active - Main Applicant",,,
"PC-000744","Provisioning Center - License","High Profile Boutique Cannabis","1148 Leonard NW ST, Grand Rapids MI 49504","11/19/2022","Closed","Approved",,
"GR-A-000210","Class A Grower – License","Huron Garden","420 S 2nd ST, Harrisville MI 48740","12/06/2023","Active",,,
"PR-000257","Processor - License","High End Management LLC","1015 Barr AVE Suite 200, Lansing MI 48911","12/06/2022","Closed",,,
"PR-000259","Processor - License","Veritas Collective LLC","4115 Felters RD, Michigan Center MI 49254","12/06/2023","Active",,,
"ERG-004255","Entity Prequalification","Indicanna Inc.",,"12/06/2023","Active - Main Applicant",,,
"ERG-004261","Entity Prequalification","LEAF MASTER, LLC",,"12/06/2023","Active - Main Applicant",,,
"ERG-004241","Entity Prequalification","True Green Cannabis Company LLC",,"12/06/2023","Active - Main Applicant",,,
"ERG-004252","Entity Prequalification","MPM-R XXII LLC",,"12/01/2023","Active - Main Applicant",,,
"ERG-004239","Entity Prequalification","MPM-R XXI LLC",,"12/01/2023","Active - Main Applicant",,,
"ERG-004236","Entity Prequalification","MPM-R XX LLC",,"12/01/2023","Active - Main Applicant",,,
"ERG-004237","Entity Prequalification","MPM-R XIX LLC",,"12/01/2023","Active - Main Applicant",,,
"ERG-004235","Entity Prequalification","MPM-R XVII LLC",,"12/01/2023","Active - Main Applicant",,,
"ERG-004233","Entity Prequalification","MPM-R XVI LLC",,"12/01/2023","Active - Main Applicant",,,
"ERG-004220","Entity Prequalification","MPM-P Penn Township LLC",,"12/01/2023","Active - Main Applicant",,,
"ERG-004214","Entity Prequalification","MPM-C Penn Township LLC",,"12/01/2023","Active - Main Applicant",,,
"PC-000750","Provisioning Center - License","STIIIZY","5303 Portage RD, Kalamazoo MI 49002","06/09/2023","Active",,,
"ERG-004155","Entity Prequalification","MPM-R XV, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004154","Entity Prequalification","MPM-R XIV, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004151","Entity Prequalification","MPM-R XIII LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004150","Entity Prequalification","MPM-R XII, LLC",,"11/30/2023","Active - Main Applicant",,,
"ERG-004149","Entity Prequalification","MPM-R XI, LLC",,"11/30/2023","Active - Main Applicant",,,
"ERG-003503","Entity Prequalification","MPM-R X, LLC",,"11/30/2023","Active - Main Applicant",,,
"PR-000250","Processor - License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","11/30/2023","Active",,,
"PC-000729","Provisioning Center - License","Sunshine Pharms, LLC","666 Leonard St NW, Grand Rapids MI 49504","11/30/2023","Active",,,
"GR-A-000185","Class A Grower – License","CannaDMG LLC","251 N. Pine ST, Breedsville MI 49027","11/30/2023","Active",,,
"GR-C-001022","Class C Grower – License","Pleasantrees Cannabis Company","237 N River RD, Mt. Clemens MI 48043","11/23/2022","Active - Late Renewal",,,
"PR-000256","Processor - License","Pleasantrees Cannabis Company","237 N River RD, Mt. Clemens MI 48043","11/23/2022","Active - Late Renewal",,,
